updown,UWB,vel_x,vel_y,vel_z,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
1,1.5316204731240104,0.0,0.0,-0.0,-6.019145677847678,-65.64552718094689,23.873524159769815,0.0,0.0,-0.0
1,1.5320473184438348,-0.08291501560452996,-0.25899510268646087,0.0754858433399596,146.25941780113482,-88.78118112427448,-58.85911049561179,0.738412362301991,-0.6136453276958465,-0.35782267202710155
1,1.5322861807957713,0.5974342849602167,-0.6581644392899216,-0.22296641136754808,-138.99360141590694,103.2618063157799,85.59598437627618,0.001943593406835531,0.9861165670219684,-1.5453281583071194
1,1.5331100152999706,-0.13117034191954635,-0.11646750881816437,0.19180086915483904,152.89044984146048,-73.97706222704824,-60.258009988264256,-0.9439410762606484,-1.3836999939137213,2.143610285619804
1,1.5337686202618093,0.5835084638535004,-0.43963432403783526,-0.10526253589640942,142.90560810802504,-84.9070550141576,-79.70794411683089,0.40001553359366904,-0.08724037581331055,0.2810943529071189
1,1.5337949844064025,1.2505394352711934,-0.8162987225981965,-0.49438526295408924,-143.29393418115328,66.87299642537215,80.56055486605612,-0.14401723640253794,2.1801765325702562,-1.508318942994052
1,1.534306558361166,0.5021037967826363,-0.43637964589447015,-0.10632431732474083,152.10796523976018,-56.522703107835746,-38.843445355091845,1.3684906562163797,-0.09065643562966574,0.5379171184342275
1,1.5354980204705462,1.2341126350622913,-0.7315834880147356,-0.22552428044760053,-149.02256933412295,52.74334798818744,75.34008487672313,-0.07588382198966925,1.229198727065174,-1.6405812729975204
1,1.5369324453541688,0.4506193014139322,-0.40277991130209134,0.10379341474663438,138.8214807225133,-17.406191312353794,-112.07642310012555,-0.5014144426055498,-0.4090743208276386,0.6630189633975141
1,1.537363571211664,1.1275689517155192,-0.5460983697940893,-0.3318291733369263,-147.71882543986897,19.17491902418226,82.2254006231571,0.08661521264117084,1.0398311144220695,-0.6064148497140662
1,1.538182462284846,0.3423134278215762,-0.36835287173333553,0.014084998847256662,148.71997978870377,-70.16356161531967,-57.30376305211443,1.4108729210698703,-0.5925530046874653,0.5458354395675986
1,1.5386709795678328,1.0269169624237253,-0.6417923542700814,-0.3044952445594121,-168.71640499510534,130.51393161176412,-15.195064182443318,0.1461088983722707,1.0371393993803502,-0.563130899263914
1,1.5378516485893867,0.1843803674059149,-0.09014089706746661,-0.243965289617766,140.09991505895505,-163.05902130866318,-55.30965951746173,-0.26268756830844653,-0.2867504589521074,1.8772611355161677
1,1.5367017165020638,0.8211786252693833,-0.7739983544195939,-0.606072340269582,-141.24965310551013,119.60246120069213,67.4735376352911,1.4616763827560788,1.9865662447659103,-1.9851073642781072
1,1.5358675094929795,0.09049747663607452,-0.17878813431526092,-0.22884277325977678,144.56672635720201,-25.253136550706813,-84.29249158932012,0.20713382732043784,-0.4145953747897503,1.7843525402173193
1,1.5342860197467718,0.7770076911820922,-0.3095391260810778,-0.6094254347015724,-163.06923274514475,49.70476296822363,31.163615473192245,0.6276205066738119,1.1735849248134271,0.09705814625361318
1,1.5321635636103983,-0.06470953345007051,-0.03682622721478341,-0.4337411999771814,158.84537179574173,-127.74250878329924,-21.338337313737743,-0.32258744093652475,-0.34121900365026137,2.139411714870929
1,1.5304520652004518,0.6638804598395505,-0.5593998248391545,-0.6361047991396368,-181.34477983710786,156.23948075876132,-76.19099623855628,1.6811623013890284,1.7321638495835099,-0.9982972268139597
1,1.5263454280695656,-0.22455119432259135,0.07714542791124132,-0.7839457465490696,169.99378268644455,-138.29920104172305,41.756555374576614,-0.7314329333468905,0.8733561163036138,2.554731753250468
1,1.5237763141099305,0.5485944000820973,-0.43848114789840914,-0.7568715942813234,-167.9504351493736,74.2257351512881,-4.5442097504321435,1.3627312085272074,1.7888059299018135,-0.5583746606536508
1,1.520052151802375,-0.30093267609813784,-0.06857088308973361,-0.7003711318441688,156.09588140732947,-11.324672573228654,-70.80455242524383,-0.06048875767661255,0.6100094260103142,2.1970823808354454
1,1.5158754606345006,0.43945288153860307,-0.1596523570199822,-1.0154994087517895,-152.02083967879685,12.216386109451395,82.65635447490041,0.726088605637481,2.3743485166624296,0.5020380051104278
1,1.5124797617360515,-0.3473364741229155,-0.03921105284366394,-0.6177614043443248,149.54627023921188,-0.0061007169491504865,-108.67944995301676,2.135201339269325,-0.032122835768139346,1.0727932111345024
1,1.5075185477738062,0.3658281552650395,-0.04322124377308645,-1.1323378554952335,-153.4724968228017,21.543158078412088,78.42283613328476,0.484156175636521,2.5871566808609554,0.9148935999179559
1,1.5034563601599775,-0.4245492543006225,0.08369447756577794,-0.7220698486106577,163.09571704692925,-101.58083454792794,1.4594570588554805,1.9708177141211807,0.2416996366338816,1.4188100011010747
1,1.4999050192961494,0.3265521792133274,-0.3004454328719736,-0.8480208044426545,-174.04988591668365,138.97123759642906,-58.117839787630906,3.054548844517706,1.4795004951493689,-0.9422859382648175
1,1.4946303829384016,-0.5359889972796926,0.26344091790859564,-0.9292690989509234,151.12159554547327,-168.86430340164296,-2.414869521667637,1.057355998093703,0.7162268740099017,2.334298452969676
1,1.4895194043193447,0.15590910835810956,-0.4047629600209361,-1.12994757885638,-89.82352559116251,177.65075241663672,-57.1565201179965,2.808935215383307,2.397625143239244,-1.5431560740299415
1,1.483336989605016,-0.2795141162461863,0.3137155351047949,-1.1804067163408136,151.68120850411648,-213.3226239883315,16.371552614784168,0.5923138420617722,1.47808798266208,2.1875236690985838
1,1.4775830235765781,0.41597783748517364,-0.5480835418982706,-1.3169807737698387,-139.93243025177378,96.23907320595691,80.95863046828705,2.677400723144572,3.28850716752393,-2.7385859910000407
1,1.4735477391344216,-0.2730637085936596,-0.1558522198471381,-0.7761241324787994,149.47283435547965,-98.44764830991325,-38.084398143663876,2.58932461385813,0.815106869445254,0.7722814130325208
1,1.4691465434027067,0.437558372754122,-0.5635631721650264,-1.0137917975986763,163.55370056403177,-103.555637991683,6.733366911509149,1.7720539051387258,2.261773817846559,-0.7226860930876498
1,1.4652820097371722,1.198526766037249,-1.0002167044281336,-1.0566013041005575,-171.14276616134563,116.59493021446532,-31.78489707809322,1.320822616433223,3.424498567078898,-3.3446421080270468
1,1.4606639744534016,0.3836844796352109,-0.49877640465128803,-1.02055590958525,162.7842986122441,-152.79858927624878,76.69121927529896,0.5652499351698715,2.6885028808072313,0.7149109184165107
1,1.4581441107922097,1.1371575694728446,-1.1708495557872762,-0.742976687232547,-164.45930279539047,58.5714449162005,-7.350353670426762,2.1794317828397065,2.1395756553228162,-3.8784979270264843
1,1.455027910041359,0.33031986310180783,-0.83776667979837,-0.7053780688458342,156.2469437588615,-74.28434941115334,-22.714508934282847,1.7904385777569272,1.7058377835390366,-0.617893639331107
1,1.4518193800886716,1.0689070105848266,-1.1905912624220636,-0.8386856885475451,-136.04257146638818,70.8979820166102,128.28032542770598,1.630441494224684,2.9375651680890007,-2.813353830196784
1,1.451097432180954,0.37483917855857907,-0.7869025730871742,-0.21742060871873284,146.1355744336925,-66.23008946398754,-63.44899286834726,1.3167988479507102,0.09068378733324034,0.28751359503186225
1,1.4494439670078108,1.0583965637050983,-1.1008575623891104,-0.5099752665829174,-153.99765075263804,145.62586446099485,-17.57866343467801,0.013688479716020607,1.5397048307418393,-1.204250961058928
1,1.4470722642621179,0.2764941917241376,-0.4221295756196821,-0.5238223506140514,155.63682575979246,-120.96553672331616,8.91389679752398,0.7435255122030756,0.7019978942887951,2.1588102842288763
1,1.4452066355658066,0.9962830191333594,-0.9515854943403994,-0.5267623423421748,-157.29266219512277,100.84967877264668,-7.624528919662821,2.1282357958973193,0.8483022027188928,-1.2372155764807031
1,1.4425603603613713,0.1920888574246844,-0.42962446501390406,-0.5604787650375669,154.3849368063666,-105.1589773193447,-7.399139431645102,0.9607996589296257,0.8215396514813418,2.2529548930076237
1,1.4401203001070946,0.90686047503571,-0.9093723725851424,-0.6158631826230575,-95.94808342489192,112.68913596888846,-85.9893955705905,2.1668711866088683,1.080861060822955,-0.9675238876936358
1,1.4357050144744423,0.4221204220824793,-0.4095140520051882,-0.9414883996885077,146.37977738347348,-191.1359264804677,-15.0607621912856,0.478342055875593,2.3349214593866128,1.855631418808725
1,1.430904762486875,1.1067799122787936,-1.2531236822259513,-1.0915753422332095,-149.11040026446364,194.99601303116935,15.833076737279228,2.217771308876675,3.8906893802710463,-3.2998050112784654
1,1.4265502226489717,0.38057345635208184,-0.3432595653978674,-0.9096974444264163,164.094992150229,-211.90347016545238,2.098720156178938,0.45697965522721873,2.2864798960995,1.7195518393567866
1,1.4221567123561665,1.1548650123419215,-1.2917051073309933,-0.9636603281288436,-147.60709491381127,85.78874375701122,112.66340933912267,3.516449188772302,4.667398018546569,-3.4280082990685066
